"","Registrikood","Kokku","Arv","Meede","Asutus","Summa","Nimi","Staatus","Tüüp","Staatus.tekstina","Asutamiskuupäev"
"275","80002384",37091,6,"HTM erahariduse ja -huvitegevuse kriisitoetus.2","Haridus- ja Teadusministeerium",7838,"Pärnu Vabakooli Selts","R","Mittetulundusühing","Registrisse kantud",1997-02-20
"276","80002384",37091,6,"HTM erahariduse ja -huvitegevuse kriisitoetus.2","Haridus- ja Teadusministeerium",12440,"Pärnu Vabakooli Selts","R","Mittetulundusühing","Registrisse kantud",1997-02-20
"277","80002384",37091,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",5240,"Pärnu Vabakooli Selts","R","Mittetulundusühing","Registrisse kantud",1997-02-20
"278","80002384",37091,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1200,"Pärnu Vabakooli Selts","R","Mittetulundusühing","Registrisse kantud",1997-02-20
"279","80002384",37091,6,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",211,"Pärnu Vabakooli Selts","R","Mittetulundusühing","Registrisse kantud",1997-02-20
"280","80017598",63085.83,10,"Töötasu hüvitis","Töötukassa",8004.83,"Lasteekraani Muusikastuudio","R","Mittetulundusühing","Registrisse kantud",1997-10-27
"281","80017598",63085.83,10,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",16920,"Lasteekraani Muusikastuudio","R","Mittetulundusühing","Registrisse kantud",1997-10-27
"282","80017598",63085.83,10,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4200,"Lasteekraani Muusikastuudio","R","Mittetulundusühing","Registrisse kantud",1997-10-27
"283","80017598",63085.83,10,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",7680,"Lasteekraani Muusikastuudio","R","Mittetulundusühing","Registrisse kantud",1997-10-27
"284","80017598",63085.83,10,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",9480,"Lasteekraani Muusikastuudio","R","Mittetulundusühing","Registrisse kantud",1997-10-27
"285","80017598",63085.83,10,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4560,"Lasteekraani Muusikastuudio","R","Mittetulundusühing","Registrisse kantud",1997-10-27
"286","80017598",63085.83,10,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",2218,"Lasteekraani Muusikastuudio","R","Mittetulundusühing","Registrisse kantud",1997-10-27
"287","80017598",63085.83,10,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",5071,"Lasteekraani Muusikastuudio","R","Mittetulundusühing","Registrisse kantud",1997-10-27
"288","80017598",63085.83,10,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",3412,"Lasteekraani Muusikastuudio","R","Mittetulundusühing","Registrisse kantud",1997-10-27
"289","80017598",63085.83,10,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",1540,"Lasteekraani Muusikastuudio","R","Mittetulundusühing","Registrisse kantud",1997-10-27
"290","80022688",38891.7,6,"Töötasu hüvitis","Töötukassa",9441.7,"SPORDIKLUBI HC TALLAS","R","Mittetulundusühing","Registrisse kantud",1997-12-22
"291","80022688",38891.7,6,"HTM erahariduse ja -huvitegevuse kriisitoetus.2","Haridus- ja Teadusministeerium",16950,"SPORDIKLUBI HC TALLAS","R","Mittetulundusühing","Registrisse kantud",1997-12-22
"292","80022688",38891.7,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1800,"SPORDIKLUBI HC TALLAS","R","Mittetulundusühing","Registrisse kantud",1997-12-22
"293","80022688",38891.7,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1500,"SPORDIKLUBI HC TALLAS","R","Mittetulundusühing","Registrisse kantud",1997-12-22
"294","80022688",38891.7,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4400,"SPORDIKLUBI HC TALLAS","R","Mittetulundusühing","Registrisse kantud",1997-12-22
"295","80022688",38891.7,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4800,"SPORDIKLUBI HC TALLAS","R","Mittetulundusühing","Registrisse kantud",1997-12-22
"296","80036012",24200,4,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",20000,"Sally Stuudio","R","Mittetulundusühing","Registrisse kantud",1998-05-08
"297","80036012",24200,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1200,"Sally Stuudio","R","Mittetulundusühing","Registrisse kantud",1998-05-08
"298","80036012",24200,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1800,"Sally Stuudio","R","Mittetulundusühing","Registrisse kantud",1998-05-08
"299","80036012",24200,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1200,"Sally Stuudio","R","Mittetulundusühing","Registrisse kantud",1998-05-08
"300","80039795",43500,4,"HTM erahariduse ja -huvitegevuse kriisitoetus.2","Haridus- ja Teadusministeerium",16500,"Mittetulundusühing Võrkpalliklubi Täht","R","Mittetulundusühing","Registrisse kantud",1998-06-11
"301","80039795",43500,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",9000,"Mittetulundusühing Võrkpalliklubi Täht","R","Mittetulundusühing","Registrisse kantud",1998-06-11
"302","80039795",43500,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",9000,"Mittetulundusühing Võrkpalliklubi Täht","R","Mittetulundusühing","Registrisse kantud",1998-06-11
"303","80039795",43500,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",9000,"Mittetulundusühing Võrkpalliklubi Täht","R","Mittetulundusühing","Registrisse kantud",1998-06-11
"304","80046217",28714,6,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",4920,"Rosma Haridusselts","R","Mittetulundusühing","Registrisse kantud",1998-08-31
"305","80046217",28714,6,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",4320,"Rosma Haridusselts","R","Mittetulundusühing","Registrisse kantud",1998-08-31
"306","80046217",28714,6,"HTM erahariduse ja -huvitegevuse kriisitoetus.2","Haridus- ja Teadusministeerium",2160,"Rosma Haridusselts","R","Mittetulundusühing","Registrisse kantud",1998-08-31
"307","80046217",28714,6,"HTM erahariduse ja -huvitegevuse kriisitoetus.2","Haridus- ja Teadusministeerium",7440,"Rosma Haridusselts","R","Mittetulundusühing","Registrisse kantud",1998-08-31
"308","80046217",28714,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4400,"Rosma Haridusselts","R","Mittetulundusühing","Registrisse kantud",1998-08-31
"309","80046217",28714,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",5474,"Rosma Haridusselts","R","Mittetulundusühing","Registrisse kantud",1998-08-31
"310","80051098",26860,5,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",4860,"SPORDIKLUBI ""DO""","R","Mittetulundusühing","Registrisse kantud",1998-10-08
"311","80051098",26860,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",12000,"SPORDIKLUBI ""DO""","R","Mittetulundusühing","Registrisse kantud",1998-10-08
"312","80051098",26860,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2500,"SPORDIKLUBI ""DO""","R","Mittetulundusühing","Registrisse kantud",1998-10-08
"313","80051098",26860,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2500,"SPORDIKLUBI ""DO""","R","Mittetulundusühing","Registrisse kantud",1998-10-08
"314","80051098",26860,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",5000,"SPORDIKLUBI ""DO""","R","Mittetulundusühing","Registrisse kantud",1998-10-08
"315","80054240",1996,4,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",536,"Mittetulundusühing Tarvanpää Selts","R","Mittetulundusühing","Registrisse kantud",1998-11-09
"316","80054240",1996,4,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",278,"Mittetulundusühing Tarvanpää Selts","R","Mittetulundusühing","Registrisse kantud",1998-11-09
"317","80054240",1996,4,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",590,"Mittetulundusühing Tarvanpää Selts","R","Mittetulundusühing","Registrisse kantud",1998-11-09
"318","80054240",1996,4,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",592,"Mittetulundusühing Tarvanpää Selts","R","Mittetulundusühing","Registrisse kantud",1998-11-09
"319","80057480",6621,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4730,"Aruküla Kultuuriselts","R","Mittetulundusühing","Registrisse kantud",1998-11-18
"320","80057480",6621,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",780,"Aruküla Kultuuriselts","R","Mittetulundusühing","Registrisse kantud",1998-11-18
"321","80057480",6621,6,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",222,"Aruküla Kultuuriselts","R","Mittetulundusühing","Registrisse kantud",1998-11-18
"322","80057480",6621,6,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",445,"Aruküla Kultuuriselts","R","Mittetulundusühing","Registrisse kantud",1998-11-18
"323","80057480",6621,6,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",222,"Aruküla Kultuuriselts","R","Mittetulundusühing","Registrisse kantud",1998-11-18
"324","80057480",6621,6,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",222,"Aruküla Kultuuriselts","R","Mittetulundusühing","Registrisse kantud",1998-11-18
"325","80058166",16000,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4000,"Viljandi Suusaklubi","R","Mittetulundusühing","Registrisse kantud",1998-11-25
"326","80058166",16000,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4000,"Viljandi Suusaklubi","R","Mittetulundusühing","Registrisse kantud",1998-11-25
"327","80058166",16000,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4000,"Viljandi Suusaklubi","R","Mittetulundusühing","Registrisse kantud",1998-11-25
"328","80058166",16000,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4000,"Viljandi Suusaklubi","R","Mittetulundusühing","Registrisse kantud",1998-11-25
"329","80064468",3389,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",708,"TANTSUANSAMBEL SÕPRUS","R","Mittetulundusühing","Registrisse kantud",1999-01-11
"330","80064468",3389,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",803,"TANTSUANSAMBEL SÕPRUS","R","Mittetulundusühing","Registrisse kantud",1999-01-11
"331","80064468",3389,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",367,"TANTSUANSAMBEL SÕPRUS","R","Mittetulundusühing","Registrisse kantud",1999-01-11
"332","80064468",3389,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",708,"TANTSUANSAMBEL SÕPRUS","R","Mittetulundusühing","Registrisse kantud",1999-01-11
"333","80064468",3389,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",803,"TANTSUANSAMBEL SÕPRUS","R","Mittetulundusühing","Registrisse kantud",1999-01-11
"334","80068087",208906.67,18,"Töötasu hüvitis","Töötukassa",52916.67,"Tartu Spordiselts ""Kalev""","R","Mittetulundusühing","Registrisse kantud",1999-01-21
"335","80068087",208906.67,18,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",75000,"Tartu Spordiselts ""Kalev""","R","Mittetulundusühing","Registrisse kantud",1999-01-21
"336","80068087",208906.67,18,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4800,"Tartu Spordiselts ""Kalev""","R","Mittetulundusühing","Registrisse kantud",1999-01-21
"337","80068087",208906.67,18,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",10500,"Tartu Spordiselts ""Kalev""","R","Mittetulundusühing","Registrisse kantud",1999-01-21
"338","80068087",208906.67,18,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1400,"Tartu Spordiselts ""Kalev""","R","Mittetulundusühing","Registrisse kantud",1999-01-21
"339","80068087",208906.67,18,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",5550,"Tartu Spordiselts ""Kalev""","R","Mittetulundusühing","Registrisse kantud",1999-01-21
"340","80068087",208906.67,18,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",12000,"Tartu Spordiselts ""Kalev""","R","Mittetulundusühing","Registrisse kantud",1999-01-21
"341","80068087",208906.67,18,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",11000,"Tartu Spordiselts ""Kalev""","R","Mittetulundusühing","Registrisse kantud",1999-01-21
"342","80068087",208906.67,18,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1500,"Tartu Spordiselts ""Kalev""","R","Mittetulundusühing","Registrisse kantud",1999-01-21
"343","80068087",208906.67,18,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",3000,"Tartu Spordiselts ""Kalev""","R","Mittetulundusühing","Registrisse kantud",1999-01-21
"344","80068087",208906.67,18,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2000,"Tartu Spordiselts ""Kalev""","R","Mittetulundusühing","Registrisse kantud",1999-01-21
"345","80068087",208906.67,18,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1500,"Tartu Spordiselts ""Kalev""","R","Mittetulundusühing","Registrisse kantud",1999-01-21
"346","80068087",208906.67,18,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",10000,"Tartu Spordiselts ""Kalev""","R","Mittetulundusühing","Registrisse kantud",1999-01-21
"347","80068087",208906.67,18,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",5000,"Tartu Spordiselts ""Kalev""","R","Mittetulundusühing","Registrisse kantud",1999-01-21
"348","80068087",208906.67,18,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",6000,"Tartu Spordiselts ""Kalev""","R","Mittetulundusühing","Registrisse kantud",1999-01-21
"349","80068087",208906.67,18,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2800,"Tartu Spordiselts ""Kalev""","R","Mittetulundusühing","Registrisse kantud",1999-01-21
"350","80068087",208906.67,18,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",3100,"Tartu Spordiselts ""Kalev""","R","Mittetulundusühing","Registrisse kantud",1999-01-21
"351","80068087",208906.67,18,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",840,"Tartu Spordiselts ""Kalev""","R","Mittetulundusühing","Registrisse kantud",1999-01-21
"352","80078364",66960,6,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",10925,"Tartu Vaba Waldorfkooli Selts.","R","Mittetulundusühing","Registrisse kantud",1999-03-16
"353","80078364",66960,6,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",32382,"Tartu Vaba Waldorfkooli Selts.","R","Mittetulundusühing","Registrisse kantud",1999-03-16
"354","80078364",66960,6,"HTM erahariduse ja -huvitegevuse kriisitoetus.2","Haridus- ja Teadusministeerium",11275,"Tartu Vaba Waldorfkooli Selts.","R","Mittetulundusühing","Registrisse kantud",1999-03-16
"355","80078364",66960,6,"HTM erahariduse ja -huvitegevuse kriisitoetus.2","Haridus- ja Teadusministeerium",7578,"Tartu Vaba Waldorfkooli Selts.","R","Mittetulundusühing","Registrisse kantud",1999-03-16
"356","80078364",66960,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2400,"Tartu Vaba Waldorfkooli Selts.","R","Mittetulundusühing","Registrisse kantud",1999-03-16
"357","80078364",66960,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2400,"Tartu Vaba Waldorfkooli Selts.","R","Mittetulundusühing","Registrisse kantud",1999-03-16
"358","80088724",6600,4,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",1200,"Spordiklubi Laansoo Motokrossi Team","R","Mittetulundusühing","Registrisse kantud",1999-04-21
"359","80088724",6600,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1800,"Spordiklubi Laansoo Motokrossi Team","R","Mittetulundusühing","Registrisse kantud",1999-04-21
"360","80088724",6600,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1800,"Spordiklubi Laansoo Motokrossi Team","R","Mittetulundusühing","Registrisse kantud",1999-04-21
"361","80088724",6600,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1800,"Spordiklubi Laansoo Motokrossi Team","R","Mittetulundusühing","Registrisse kantud",1999-04-21
"362","80097060",13248,5,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",3644,"Rahvakunstiselts Leigarid","R","Mittetulundusühing","Registrisse kantud",1999-05-17
"363","80097060",13248,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",3510,"Rahvakunstiselts Leigarid","R","Mittetulundusühing","Registrisse kantud",1999-05-17
"364","80097060",13248,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",1422,"Rahvakunstiselts Leigarid","R","Mittetulundusühing","Registrisse kantud",1999-05-17
"365","80097060",13248,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",1939,"Rahvakunstiselts Leigarid","R","Mittetulundusühing","Registrisse kantud",1999-05-17
"366","80097060",13248,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",2733,"Rahvakunstiselts Leigarid","R","Mittetulundusühing","Registrisse kantud",1999-05-17
"367","80127938",52750.96,4,"Töötasu hüvitis","Töötukassa",4898.96,"Mittetulundusühing Tantsukool Laguun","R","Mittetulundusühing","Registrisse kantud",2000-06-05
"368","80127938",52750.96,4,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",13719,"Mittetulundusühing Tantsukool Laguun","R","Mittetulundusühing","Registrisse kantud",2000-06-05
"369","80127938",52750.96,4,"HTM erahariduse ja -huvitegevuse kriisitoetus.2","Haridus- ja Teadusministeerium",20633,"Mittetulundusühing Tantsukool Laguun","R","Mittetulundusühing","Registrisse kantud",2000-06-05
"370","80127938",52750.96,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",13500,"Mittetulundusühing Tantsukool Laguun","R","Mittetulundusühing","Registrisse kantud",2000-06-05
"371","80140790",15305,4,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",3200,"Kose Kunstikeskus","R","Mittetulundusühing","Registrisse kantud",2001-01-29
"372","80140790",15305,4,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",4105,"Kose Kunstikeskus","R","Mittetulundusühing","Registrisse kantud",2001-01-29
"373","80140790",15305,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2000,"Kose Kunstikeskus","R","Mittetulundusühing","Registrisse kantud",2001-01-29
"374","80140790",15305,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",6000,"Kose Kunstikeskus","R","Mittetulundusühing","Registrisse kantud",2001-01-29
"375","80145051",133001.95,6,"Töötasu hüvitis","Töötukassa",7061.95,"Tantsuklubi Shate`","R","Mittetulundusühing","Registrisse kantud",2001-06-20
"376","80145051",133001.95,6,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",89640,"Tantsuklubi Shate`","R","Mittetulundusühing","Registrisse kantud",2001-06-20
"377","80145051",133001.95,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",900,"Tantsuklubi Shate`","R","Mittetulundusühing","Registrisse kantud",2001-06-20
"378","80145051",133001.95,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1200,"Tantsuklubi Shate`","R","Mittetulundusühing","Registrisse kantud",2001-06-20
"379","80145051",133001.95,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4200,"Tantsuklubi Shate`","R","Mittetulundusühing","Registrisse kantud",2001-06-20
"380","80145051",133001.95,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",30000,"Tantsuklubi Shate`","R","Mittetulundusühing","Registrisse kantud",2001-06-20
"381","80153120",30358.34,5,"Töötasu hüvitis","Töötukassa",2158.34,"Mittetulundusühing NOORTEKESKUS VIHASOO","R","Mittetulundusühing","Registrisse kantud",2001-08-27
"382","80153120",30358.34,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",7520,"Mittetulundusühing NOORTEKESKUS VIHASOO","R","Mittetulundusühing","Registrisse kantud",2001-08-27
"383","80153120",30358.34,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",7520,"Mittetulundusühing NOORTEKESKUS VIHASOO","R","Mittetulundusühing","Registrisse kantud",2001-08-27
"384","80153120",30358.34,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",5640,"Mittetulundusühing NOORTEKESKUS VIHASOO","R","Mittetulundusühing","Registrisse kantud",2001-08-27
"385","80153120",30358.34,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",7520,"Mittetulundusühing NOORTEKESKUS VIHASOO","R","Mittetulundusühing","Registrisse kantud",2001-08-27
"386","80160093",40960.26,9,"Töötasu hüvitis","Töötukassa",6903.26,"Põhja-Tallinna Jalgpalliklubi","R","Mittetulundusühing","Registrisse kantud",2001-12-06
"387","80160093",40960.26,9,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",9157,"Põhja-Tallinna Jalgpalliklubi","R","Mittetulundusühing","Registrisse kantud",2001-12-06
"388","80160093",40960.26,9,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2880,"Põhja-Tallinna Jalgpalliklubi","R","Mittetulundusühing","Registrisse kantud",2001-12-06
"389","80160093",40960.26,9,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",3420,"Põhja-Tallinna Jalgpalliklubi","R","Mittetulundusühing","Registrisse kantud",2001-12-06
"390","80160093",40960.26,9,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",3600,"Põhja-Tallinna Jalgpalliklubi","R","Mittetulundusühing","Registrisse kantud",2001-12-06
"391","80160093",40960.26,9,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4000,"Põhja-Tallinna Jalgpalliklubi","R","Mittetulundusühing","Registrisse kantud",2001-12-06
"392","80160093",40960.26,9,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4000,"Põhja-Tallinna Jalgpalliklubi","R","Mittetulundusühing","Registrisse kantud",2001-12-06
"393","80160093",40960.26,9,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4000,"Põhja-Tallinna Jalgpalliklubi","R","Mittetulundusühing","Registrisse kantud",2001-12-06
"394","80160093",40960.26,9,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",3000,"Põhja-Tallinna Jalgpalliklubi","R","Mittetulundusühing","Registrisse kantud",2001-12-06
"395","80182274",6600,4,"Turismiettevõtja kriisitoetus – turismiteenuse pakkuja","EAS",3000,"Mittetulundusühing Ökokratt","R","Mittetulundusühing","Registrisse kantud",2003-01-17
"396","80182274",6600,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",900,"Mittetulundusühing Ökokratt","R","Mittetulundusühing","Registrisse kantud",2003-01-17
"397","80182274",6600,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",900,"Mittetulundusühing Ökokratt","R","Mittetulundusühing","Registrisse kantud",2003-01-17
"398","80182274",6600,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1800,"Mittetulundusühing Ökokratt","R","Mittetulundusühing","Registrisse kantud",2003-01-17
"399","80182771",40261,7,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",21061,"Mittetulundusühing Tabasalu Ujumisklubi","R","Mittetulundusühing","Registrisse kantud",2003-01-30
"400","80182771",40261,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2400,"Mittetulundusühing Tabasalu Ujumisklubi","R","Mittetulundusühing","Registrisse kantud",2003-01-30
"401","80182771",40261,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2400,"Mittetulundusühing Tabasalu Ujumisklubi","R","Mittetulundusühing","Registrisse kantud",2003-01-30
"402","80182771",40261,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4320,"Mittetulundusühing Tabasalu Ujumisklubi","R","Mittetulundusühing","Registrisse kantud",2003-01-30
"403","80182771",40261,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2880,"Mittetulundusühing Tabasalu Ujumisklubi","R","Mittetulundusühing","Registrisse kantud",2003-01-30
"404","80182771",40261,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4320,"Mittetulundusühing Tabasalu Ujumisklubi","R","Mittetulundusühing","Registrisse kantud",2003-01-30
"405","80182771",40261,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2880,"Mittetulundusühing Tabasalu Ujumisklubi","R","Mittetulundusühing","Registrisse kantud",2003-01-30
"406","80188785",105486.28,12,"Töötasu hüvitis","Töötukassa",9086.28,"Mittetulundusühing Lasnamäe Huvikool","R","Mittetulundusühing","Registrisse kantud",2003-07-04
"407","80188785",105486.28,12,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",54000,"Mittetulundusühing Lasnamäe Huvikool","R","Mittetulundusühing","Registrisse kantud",2003-07-04
"408","80188785",105486.28,12,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4500,"Mittetulundusühing Lasnamäe Huvikool","R","Mittetulundusühing","Registrisse kantud",2003-07-04
"409","80188785",105486.28,12,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",3600,"Mittetulundusühing Lasnamäe Huvikool","R","Mittetulundusühing","Registrisse kantud",2003-07-04
"410","80188785",105486.28,12,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4500,"Mittetulundusühing Lasnamäe Huvikool","R","Mittetulundusühing","Registrisse kantud",2003-07-04
"411","80188785",105486.28,12,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4500,"Mittetulundusühing Lasnamäe Huvikool","R","Mittetulundusühing","Registrisse kantud",2003-07-04
"412","80188785",105486.28,12,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4500,"Mittetulundusühing Lasnamäe Huvikool","R","Mittetulundusühing","Registrisse kantud",2003-07-04
