"","Registrikood","Kokku","Arv","Meede","Asutus","Summa","Nimi","Staatus","Tüüp","Staatus.tekstina","Asutamiskuupäev"
"727","80560233",11240,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2000,"MTÜ Funtime","R","Mittetulundusühing","Registrisse kantud",2019-01-15
"728","80567904",2235,4,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",414,"Viimsi Rahvakultuuri Selts","R","Mittetulundusühing","Registrisse kantud",2019-07-25
"729","80567904",2235,4,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",463,"Viimsi Rahvakultuuri Selts","R","Mittetulundusühing","Registrisse kantud",2019-07-25
"730","80567904",2235,4,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",679,"Viimsi Rahvakultuuri Selts","R","Mittetulundusühing","Registrisse kantud",2019-07-25
"731","80567904",2235,4,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",679,"Viimsi Rahvakultuuri Selts","R","Mittetulundusühing","Registrisse kantud",2019-07-25
"732","90007247",32485.83,4,"Töötasu hüvitis","Töötukassa",10137.83,"Sihtasutus Tartu Keskkonnahariduse Keskus","R","Sihtasutus","Registrisse kantud",2002-05-06
"733","90007247",32485.83,4,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",15197,"Sihtasutus Tartu Keskkonnahariduse Keskus","R","Sihtasutus","Registrisse kantud",2002-05-06
"734","90007247",32485.83,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2400,"Sihtasutus Tartu Keskkonnahariduse Keskus","R","Sihtasutus","Registrisse kantud",2002-05-06
"735","90007247",32485.83,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4751,"Sihtasutus Tartu Keskkonnahariduse Keskus","R","Sihtasutus","Registrisse kantud",2002-05-06
"736","90010686",52708.26,13,"Töötasu hüvitis","Töötukassa",40007.26,"Sihtasutus Võru Kannel","R","Sihtasutus","Registrisse kantud",2012-01-24
"737","90010686",52708.26,13,"Kriisiabi erakorraline toetus väärtfilmikinodele","Kultuuriministeerium",7483,"Sihtasutus Võru Kannel","R","Sihtasutus","Registrisse kantud",2012-01-24
"738","90010686",52708.26,13,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",420,"Sihtasutus Võru Kannel","R","Sihtasutus","Registrisse kantud",2012-01-24
"739","90010686",52708.26,13,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",972,"Sihtasutus Võru Kannel","R","Sihtasutus","Registrisse kantud",2012-01-24
"740","90010686",52708.26,13,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",453,"Sihtasutus Võru Kannel","R","Sihtasutus","Registrisse kantud",2012-01-24
"741","90010686",52708.26,13,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",453,"Sihtasutus Võru Kannel","R","Sihtasutus","Registrisse kantud",2012-01-24
"742","90010686",52708.26,13,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",453,"Sihtasutus Võru Kannel","R","Sihtasutus","Registrisse kantud",2012-01-24
"743","90010686",52708.26,13,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",648,"Sihtasutus Võru Kannel","R","Sihtasutus","Registrisse kantud",2012-01-24
"744","90010686",52708.26,13,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",382,"Sihtasutus Võru Kannel","R","Sihtasutus","Registrisse kantud",2012-01-24
"745","90010686",52708.26,13,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",444,"Sihtasutus Võru Kannel","R","Sihtasutus","Registrisse kantud",2012-01-24
"746","90010686",52708.26,13,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",296,"Sihtasutus Võru Kannel","R","Sihtasutus","Registrisse kantud",2012-01-24
"747","90010686",52708.26,13,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",255,"Sihtasutus Võru Kannel","R","Sihtasutus","Registrisse kantud",2012-01-24
"748","90010686",52708.26,13,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",442,"Sihtasutus Võru Kannel","R","Sihtasutus","Registrisse kantud",2012-01-24
"749","90012604",18296.17,5,"Töötasu hüvitis","Töötukassa",4076.17,"Sihtasutus Innovatsioonikeskus INNOKAS","R","Sihtasutus","Registrisse kantud",2014-01-07
"750","90012604",18296.17,5,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",11520,"Sihtasutus Innovatsioonikeskus INNOKAS","R","Sihtasutus","Registrisse kantud",2014-01-07
"751","90012604",18296.17,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",900,"Sihtasutus Innovatsioonikeskus INNOKAS","R","Sihtasutus","Registrisse kantud",2014-01-07
"752","90012604",18296.17,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",900,"Sihtasutus Innovatsioonikeskus INNOKAS","R","Sihtasutus","Registrisse kantud",2014-01-07
"753","90012604",18296.17,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",900,"Sihtasutus Innovatsioonikeskus INNOKAS","R","Sihtasutus","Registrisse kantud",2014-01-07
"754","90014359",150235,5,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",18279,"Hariduse Edendamise Sihtasutus","R","Sihtasutus","Registrisse kantud",2018-06-11
"755","90014359",150235,5,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",70203,"Hariduse Edendamise Sihtasutus","R","Sihtasutus","Registrisse kantud",2018-06-11
"756","90014359",150235,5,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",39833,"Hariduse Edendamise Sihtasutus","R","Sihtasutus","Registrisse kantud",2018-06-11
"757","90014359",150235,5,"HTM erahariduse ja -huvitegevuse kriisitoetus.2","Haridus- ja Teadusministeerium",18920,"Hariduse Edendamise Sihtasutus","R","Sihtasutus","Registrisse kantud",2018-06-11
"758","90014359",150235,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",3000,"Hariduse Edendamise Sihtasutus","R","Sihtasutus","Registrisse kantud",2018-06-11
